名字,评分,户型,出租类型,可住,价格,图片地址,城市
Nous麓眠〔北海〕哥特风烛光露台浴缸大床房含迪士尼接或送和双早网红民宿情侣闺蜜打卡种草商业拍摄必选,"
                                        4.6
                                    ",1室,整租,宜住2人,￥545,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
浅藏『壹芯』180度景观双床,"
                                        5.0
                                    ",1室,整租,宜住2人,￥646,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
海迪王国森林木屋双床房-滑滑梯,"
                                        4.7
                                    ",1室,整租,宜住3人,￥488,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
【五斗匠·暖日】已消毒|静安寺|南京西路|长宁妇幼保健医院|2号线|外滩|新天地|陆家嘴|迪士尼,"
                                        5.0
                                    ",1室,整租,宜住2人,￥688,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
迪士尼若初·星云•双床•含4早免费接送机迪士尼•泳池滑梯,"
                                        5.0
                                    ",2室,单间出租,宜住4人,￥938,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
迪士尼若初·芷晴•全景星空房•免费接送机迪士尼•泳池滑梯,"
                                        5.0
                                    ",14室,单间出租,宜住2人,￥758,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
迪士尼若初·闻竹•双床星空房•免费早餐接送迪士尼•泳池滑梯,"
                                        5.0
                                    ",2室,单间出租,宜住4人,￥958,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
浅藏·大草坪·独栋·聚会·团建·小会议·轰趴烧烤·KTV棋牌室-花园别墅,"
                                        5.0
                                    ",10室,整租,宜住20人,￥6431,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
迪士尼若初·青筠•免费早餐接送迪士尼•泳池滑梯,"
                                        5.0
                                    ",14室,单间出租,宜住2人,￥558,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
迪士尼若初·宛烟•落地窗•免费早餐接送迪士尼•泳池滑梯,"
                                        5.0
                                    ",14室,单间出租,宜住2人,￥688,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
【迪尚】唐老鸭米奇梦幻主题. 1.8m/1.35m三床房 独卫住5人48㎡浦东机场/迪士尼乐园/川沙,"
                                        5.0
                                    ",1室,整租,宜住4人,￥218,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
(米奇王国)迪士尼乐园度假区附近卡通亲子主题别墅套房，含早餐乐园接送（总店）,"
                                        5.0
                                    ",1室,整租,宜住4人,￥900,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
（维尼小熊乐园）别墅亲子房，接送乐园含早（总店）,"
                                        4.8
                                    ",1室,整租,宜住4人,￥950,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
（艾莎公主城堡）别墅主题房，大床双层床（总店）,"
                                        4.8
                                    ",1室,整租,宜住4人,￥950,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
香墅-大草坪四合院式轰趴别墅/ktv台球德州麻将乒乓球/会议室/生日派对公司年会,"
                                        5.0
                                    ",8室,整租,宜住20人,￥22800,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
同济大学樱花烂漫，8号线10号线地铁口两居,"
                                        4.8
                                    ",2室,整租,宜住4人,￥398,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
【迪士尼乐园接送】毅墅米奇米妮亲子家庭房,"
                                        5.0
                                    ",1室,整租,宜住4人,￥338,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
【永欣高端 】新国际博览中心第一妇婴医院迪士尼乐园地铁7、11、13陆家嘴城隍,"
                                        5.0
                                    ",1室,整租,宜住2人,￥238,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
【魔都之旅】外滩5分钟步行地铁10分钟邻南京路豫园城隍庙东方明珠地铁直达迪士尼,"
                                        4.9
                                    ",1室,整租,宜住3人,￥558,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
迪斯尼附近 陈桥村 民宿奕舍 四房五卫 可做饭,"
                                        4.9
                                    ",4室,整租,宜住8人,￥1485,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
清新一居室︱崇明生态民宿︱旅游烧烤垂钓,"
                                        5.0
                                    ",1室,整租,宜住3人,￥258,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
上海迪士尼车程10分钟/现代黑白百寸投影套房,"
                                        5.0
                                    ",2室,整租,宜住4人,￥666,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
巴黎春天/亚新生活广场玉佛寺/一室,"
                                        5.0
                                    ",1室,整租,宜住2人,￥338,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
肿瘤医院隔壁超大一室一厅 干净整洁 可做饭洗衣上网可住五人位于479号线东安路站,"
                                        4.7
                                    ",1室,整租,宜住5人,￥438,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
地铁口100米/免费停车/车位充足/超大复式两房一厅/可做饭/带宠物/高性价比,"
                                        4.9
                                    ",2室,整租,宜住4人,￥328,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
【迪士尼乐园接送】毅墅蓝色地中海大床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥238,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
〔馨*家〕肇嘉浜路/斜土路/东安路地铁口斜对面～精装电梯两房,"
                                        4.8
                                    ",2室,整租,宜住4人,￥570,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
【迪士尼乐园接送】毅墅哆啦a梦亲子房,"
                                        4.9
                                    ",1室,整租,宜住4人,￥338,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
DSN一间一舍轻奢北欧标准房赠接送含早,"
                                        5.0
                                    ",1室,整租,宜住2人,￥497,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
欧式大床房【庭院 大窗】近乐园,"
                                        5.0
                                    ",1室,整租,宜住2人,￥238,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
江宁路地铁站 近火车站、南京西路 静安日光暖房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥505,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
地铁7号线 13号线  上海站 南京西路 北欧风公寓,"
                                        5.0
                                    ",1室,整租,宜住2人,￥535,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
1号线黄陂南路1号口旁整洁三张床（送彩票）,"
                                        4.6
                                    ",1室,整租,宜住4人,￥638,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
地铁9号线泗泾站美式阁楼木屋1房1厅1卫佘山欢乐谷,"
                                        5.0
                                    ",1室,整租,宜住4人,￥278,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
天华学院，百度公司附近精装loft,"
                                        5.0
                                    ",2室,整租,宜住3人,￥268,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
地铁房黄金商圈 背景音乐 私人家庭影院大床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥359,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
老洋房一隅（柠檬レモン趣屋) 一居室,"
                                        4.5
                                    ",1室,整租,宜住2人,￥368,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
迪斯尼|新国际博览中心@11号线秀沿路地铁站.仰望星空阁楼房,"
                                        5.0
                                    ",2室,单间出租,宜住2人,￥148,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
徐汇区东安路4.7号沿线地铁一房双床,"
                                        4.9
                                    ",2室,整租,宜住4人,￥420,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
浦东周浦万达地铁口温馨大床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥197,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
朱家角度假区附近 温馨榻榻米大床房 ,"
                                        5.0
                                    ",1室,整租,宜住2人,￥298,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
地铁9号线，台儿庄一居室,"
                                        5.0
                                    ",1室,整租,宜住3人,￥568,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
地铁9号线 徐家汇 附近一居室整租,"
                                        4.6
                                    ",1室,整租,宜住2人,￥89,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
╮(╯▽╰)╭上海迪士尼乐园  上海野生动物园 特色温馨名宿 哈喽凯蒂！！！,"
                                        4.8
                                    ",1室,整租,宜住2人,￥138,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
近迪士尼豪装温馨大三房,"
                                        5.0
                                    ",3室,整租,宜住6人,￥598,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
6134私人投影影院*淮海路商圈*地铁5分钟*行李,"
                                        4.8
                                    ",1室,整租,宜住2人,￥416,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
北外滩·智慧树｜特大床~新华医院对面，双地铁8/18号江浦路站50米,"
                                        5.0
                                    ",1室,整租,宜住2人,￥398,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
艾聚会别墅轰趴海湾棕榈滩高尔夫水晶宫馆,"
                                        5.0
                                    ",6室,整租,宜住20人,￥2580,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
地铁13号线/7号线 近南京西路 静安寺 火车站英伦一居,5.0,1室,整租,宜住2人,￥368,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
地铁9号线泗泾站地中海风情房,"
                                        5.0
                                    ",3室,单间出租,宜住2人,￥168,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
嘉善路地铁口近日月光田子坊及中山医院大床房,"
                                        4.6
                                    ",1室,整租,宜住2人,￥399,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
效东村红梅 缘来别墅 七室三厅,"
                                        4.9
                                    ",7室,整租,宜住17人,￥2080,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
迪士尼 转机客地铁站 川沙中心 大床房,"
                                        4.4
                                    ",1室,整租,宜住2人,￥138,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
地铁口 独卫 高速WiFi 迷你公寓一居室,"
                                        4.6
                                    ",1室,整租,宜住2人,￥59,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
虹桥机场火车站直达-交大徐汇古北一地铁地铁三分钟（可长租）,5.0,2室,单间出租,宜住1人,￥228,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
上海浦东周浦万达广场豪华居家一室 有家的感觉 近地铁周浦站,"
                                        4.9
                                    ",1室,整租,宜住2人,￥268,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
【复古工业风】 陆家嘴/东方明珠直达外滩 一居室,"
                                        4.0
                                    ",1室,整租,宜住2人,￥298,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
毗邻虹桥火车站13号线金运路步行7分钟,"
                                        5.0
                                    ",4室,单间出租,宜住2人,￥79,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
八号线上盖豪华大床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥358,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
浦东新区 世纪公园 一居室 日租短租,"
                                        5.0
                                    ",1室,整租,宜住2人,￥368,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
温馨一室户近欢乐谷/玛雅/9号线泗泾站,"
                                        4.2
                                    ",1室,整租,宜住2人,￥268,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
*忆轩*胸科医院光华医院-家庭房,"
                                        5.0
                                    ",2室,单间出租,宜住3人,￥210,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
南京西路地铁口大露台两居/吴江美食街/美国领事馆签证处/近长征医院/直达会展中心,"
                                        4.9
                                    ",2室,整租,宜住4人,￥623,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
繁华淮海路环贸旁老洋房/地铁三分钟/一室套,"
                                        4.8
                                    ",1室,整租,宜住2人,￥461,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
6132繁华淮海路/私人投影影院/地铁3分钟/行李,"
                                        4.9
                                    ",1室,整租,宜住2人,￥361,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
松江大学城 欢乐谷 虹桥火车站大床房,"
                                        4.6
                                    ",1室,整租,宜住2人,￥89,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
市中心新天地商圈四人家庭影院套房,"
                                        4.8
                                    ",2室,整租,宜住4人,￥623,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
好友家迪士尼 转机客川沙中心 单床房,"
                                        4.3
                                    ",1室,整租,宜住1人,￥109,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
新天地黄浦区市中心人民广场外滩豫园涉外公寓,"
                                        5.0
                                    ",3室,单间出租,宜住1人,￥249,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
妙妙屋新场古镇清新风迪士尼卡单间,"
                                        5.0
                                    ",3室,单间出租,宜住2人,￥380,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
温馨双床房（81号）距离新华医院50米,5.0,1室,整租,宜住4人,￥368,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
地铁有13号线丰庄路11号线温馨单间房,"
                                        3.7
                                    ",6室,单间出租,宜住1人,￥65,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
4分钟地铁站 /复旦儿科/上戏,"
                                        5.0
                                    ",1室,整租,宜住2人,￥349,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
在浦东机场和迪士尼中间主要位置的温馨一居室,"
                                        4.7
                                    ",1室,整租,宜住3人,￥398,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
月租2699元/月起，地铁3号线大柏树站旁，可短租押一付一,"
                                        4.0
                                    ",1室,整租,宜住2人,￥199,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
地铁9号线 独立卫浴附阳台 高速上网一居室,"
                                        4.6
                                    ",1室,整租,宜住2人,￥89,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
浦东新区2号线唐镇 精装公寓 一室 近迪士尼乐园,5.0,1室,整租,宜住2人,￥558,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
五官科附近可烧饭地铁近大床房,"
                                        5.0
                                    ",3室,单间出租,宜住2人,￥168,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
会亲朋找工作住我家吧单人房,"
                                        4.8
                                    ",4室,单间出租,宜住1人,￥65,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
&宿里& 近碧海金沙 渔人码头温馨海景房,"
                                        4.7
                                    ",2室,整租,宜住5人,￥398,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
159iapm泰戈尔旧居旁老房子套房近地铁,"
                                        5.0
                                    ",1室,整租,宜住2人,￥542,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
上海11号南翔站到市内各处迪斯尼,"
                                        3.8
                                    ",3室,单间出租,宜住2人,￥89,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
朱家角度假区附近 河景大床房  ,"
                                        5.0
                                    ",1室,整租,宜住2人,￥399,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
崇明老城八一路步行街旁朋友聚会两居室,"
                                        5.0
                                    ",2室,整租,宜住5人,￥788,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
电梯房120平创智天地上海肺科医院复旦财大,"
                                        5.0
                                    ",3室,整租,宜住6人,￥838,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
上海奉贤施家湾 悦达南郊华都 豪华欧式精装单人间,"
                                        5.0
                                    ",1室,整租,宜住2人,￥198,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
可视频连线看房，迪士尼11号线御桥站新国展复式loft北欧二室豪华影音投影大套房,"
                                        4.6
                                    ",2室,整租,宜住4人,￥520,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
*兰居*地铁虹桥路宋园路站-温馨单间出租,"
                                        5.0
                                    ",2室,单间出租,宜住2人,￥128,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
伊朗大使馆对门/复古老公寓/交通生活便利,"
                                        4.8
                                    ",1室,整租,宜住2人,￥542,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
免费接送迪士尼/含早/日式榻榻米,"
                                        5.0
                                    ",1室,整租,宜住3人,￥299,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
地铁口大空间 全景落地窗 独卫 可上网一居室,"
                                        4.6
                                    ",1室,整租,宜住2人,￥89,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
11号线13号线附近温馨大床房,5.0,5室,单间出租,宜住2人,￥119,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
2-3世纪公园地铁口带阳台卧室只接受女性单间,"
                                        5.0
                                    ",4室,单间出租,宜住1人,￥88,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
13号线金运路 万达广场附近 单间大床房,"
                                        4.6
                                    ",2室,单间出租,宜住2人,￥89,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
毗邻虹桥火车站机场地铁13号线金运路直达南京西路x,"
                                        5.0
                                    ",4室,单间出租,宜住2人,￥109,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
13号线金运路万达广场阳光大床房,"
                                        5.0
                                    ",4室,单间出租,宜住2人,￥99,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
13号线 轻纺市场附近 单间出租,"
                                        4.8
                                    ",3室,单间出租,宜住2人,￥109,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
3/4/7线镇坪路站 浪漫花园loft 采光通风好,"
                                        4.8
                                    ",1室,整租,宜住2人,￥218,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
中山公园文艺愚园路钱学森故居带超酷投影仪一居,"
                                        5.0
                                    ",1室,整租,宜住2人,￥255,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
11号线嘉定新城温馨小屋地铁直达徐家汇/迪斯尼/独享幽静空间,"
                                        5.0
                                    ",1室,整租,宜住2人,￥300,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
松江大学城附近单间可住2人,5.0,2室,单间出租,宜住2人,￥168,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
只接受妹子，2号线世纪公园地铁口朝北，单间,"
                                        4.6
                                    ",3室,单间出租,宜住1人,￥98,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
近3/4/7号线镇坪路 温馨舒适精装大床房 带电视,"
                                        4.5
                                    ",1室,整租,宜住2人,￥148,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
靠近地铁13号线金运路次卧大床房,"
                                        3.6
                                    ",4室,单间出租,宜住2人,￥89,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
双地铁 近上海站 南京西路 静安寺归去来公寓,"
                                        5.0
                                    ",1室,整租,宜住2人,￥505,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
1218经典石库门*私人影院*5分钟地铁*行李寄存,"
                                        4.6
                                    ",2室,整租,宜住4人,￥719,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
宽敞舒适loft 工作娱乐两不误 近3/4/7线镇坪路,"
                                        4.8
                                    ",1室,整租,宜住2人,￥198,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
迪士尼HELLO KITTY主题亲子家庭房双床大床,"
                                        5.0
                                    ",1室,整租,宜住4人,￥458,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
设计师北欧简约时尚摇篮复式免费接送迪士尼含早/代买门票,"
                                        5.0
                                    ",1室,整租,宜住4人,￥438,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
免费接送迪士尼含早/代买门票/春意/时尚简约全景落地玻璃窗/临近野生动物园,"
                                        5.0
                                    ",1室,整租,宜住3人,￥488,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
迪士尼乐园接送/毅墅粉色Kitty猫大床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥198,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
免费接送迪士尼含双早/float吊椅投影大床房/代买门票/地铁2直达外滩,"
                                        5.0
                                    ",1室,整租,宜住2人,￥338,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
内环东外滩12号18号江浦公园地铁站200米2房2厅2卫,5.0,2室,整租,宜住4人,￥270,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
*绿苑*华山华东医院江苏路地铁站---单间,"
                                        4.8
                                    ",10室,单间出租,宜住2人,￥118,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
陆家嘴黄金地段 北欧风格 一居室,"
                                        4.7
                                    ",1室,整租,宜住2人,￥288,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
6133淮海路*私人影院*地铁3分钟*行李寄,"
                                        4.9
                                    ",1室,整租,宜住2人,￥361,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
妙境A-迪斯尼双人房2号线川沙浦东机场4站RoomPudong airport 15 minutes,"
                                        5.0
                                    ",1室,整租,宜住2人,￥1388,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
华山医院华东医院江苏路地铁站-单间,"
                                        5.0
                                    ",2室,单间出租,宜住2人,￥138,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
百年优秀小区懿园独立loft套房近地铁,"
                                        5.0
                                    ",1室,整租,宜住2人,￥488,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
地铁9号线泗泾站3号出口精致装修带空调舒适大床,"
                                        4.7
                                    ",4室,单间出租,宜住2人,￥89,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
朱家角度假区附近 街景大床房  ,"
                                        5.0
                                    ",1室,整租,宜住2人,￥348,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
松江大学城 欢乐谷 地铁9号线 泗泾公寓单间,"
                                        4.7
                                    ",3室,单间出租,宜住2人,￥89,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
金山万达新公馆榻榻米简约时尚两居,"
                                        5.0
                                    ",2室,整租,宜住3人,￥308,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
陆家嘴黄金地段 北欧风格 精致装修一居,"
                                        5.0
                                    ",1室,整租,宜住2人,￥260,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
近松江大学城 地铁站 泰晤士小镇  广富林遗址 别墅二居室,"
                                        5.0
                                    ",2室,整租,宜住4人,￥508,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
免费接送迪士尼乐园/含早/DSN一间一舍时尚豪华大床房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥527,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
碧海金沙奉贤海湾大学区5室5厅6床绿地香颂别墅轰趴-海语小墅壹号,"
                                        5.0
                                    ",5室,整租,宜住12人,￥1580,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
地铁口100米/免费停车/车位充足/超大复式两房一厅/可做饭/带宠物/高性价比,"
                                        5.0
                                    ",2室,整租,宜住4人,￥338,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
淮海路新式里弄明亮一居套房近地铁,"
                                        5.0
                                    ",1室,整租,宜住2人,￥416,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
海昌海洋 滴水湖 海事大学边【嬉皮】高品质投影双床套房，近滴水湖、航的舒适大床房,"
                                        4.9
                                    ",1室,整租,宜住2人,￥298,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
七宝老街虹桥机场儿童医院国际博览中心3房,"
                                        5.0
                                    ",3室,整租,宜住6人,￥5000,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
迪士尼乐园/质子重离子医院/国际医学中心-复式温馨套房,"
                                        4.6
                                    ",2室,整租,宜住4人,￥499,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
【无限阳光】双床4人+独立櫉房 新华医院2分钟地铁8号线50米20分钟直达人民广,"
                                        5.0
                                    ",1室,整租,宜住2人,￥515,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
艾聚会别墅轰趴海湾碧海金沙馆,"
                                        5.0
                                    ",4室,整租,宜住20人,￥1680,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
石岛路虹宝苑内美宿五房,"
                                        5.0
                                    ",5室,整租,宜住10人,￥1388,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
【静庐】十里洋场之养心静谷一居,"
                                        4.9
                                    ",1室,整租,宜住2人,￥358,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
崇明紫海鹭缘民宿东平公园别墅轰趴2馆,"
                                        5.0
                                    ",12室,整租,宜住24人,￥2900,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
【Rs-小魔头】与Prada荣宅为邻的南京西路花园公寓整套房源,"
                                        4.9
                                    ",1室,整租,宜住2人,￥319,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
九里香民宿 4房3卫 尽享整个空间完全私密适合朋友聚会,"
                                        5.0
                                    ",4室,整租,宜住8人,￥1333,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
上海迪士尼度假区一室元青标准房,"
                                        5.0
                                    ",1室,整租,宜住2人,￥538,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
上海迪士尼度假区一室银朱家庭房,"
                                        4.9
                                    ",1室,整租,宜住3人,￥568,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
上海迪士尼度假区一室黛蓝家庭房,"
                                        5.0
                                    ",1室,整租,宜住3人,￥568,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
人民广场新天地外滩豫园单间独卫独书房,"
                                        5.0
                                    ",3室,单间出租,宜住2人,￥499,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
北外滩·智慧树I双床投影房~双地铁8/18号线江浦路站50米20分/新华医院对,"
                                        4.9
                                    ",1室,整租,宜住4人,￥361,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
3/4/7号线镇坪路地铁站 舒适单人房 独立卫浴,"
                                        4.8
                                    ",1室,整租,宜住1人,￥148,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
浦东万达公寓舒心投影仪大床房 离地铁18号线周浦站2号口100米,"
                                        5.0
                                    ",1室,整租,宜住2人,￥258,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
江桥老街附近.曹安公路温馨一室户,"
                                        5.0
                                    ",1室,整租,宜住2人,￥198,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
上海迪士尼六室别墅,"
                                        5.0
                                    ",6室,整租,宜住15人,￥4588,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
毗邻虹桥机场 国家会展中心 七宝古镇高档大床房,"
                                        4.8
                                    ",1室,整租,宜住2人,￥96,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
妙妙屋新场古镇清新风迪士尼单间,5.0,7室,单间出租,宜住2人,￥380,//assets.muniao.com/assets2/pc/Content/images/lazyload.png,shanghai
